job_id,process,line_id,start,finish,duration,ratio,release_time
J0039,横切,横切2号线,154.173997621595,175.2626204690279,21.088622847432905,0.3712841620640152,154.173997621595
J0039,横切,横切3号线,158.09964820036245,162.3810365185549,4.281388318192454,0.6287158379359848,154.173997621595
J0040,横切,横切17号线,155.658733666239,182.51295022678067,26.854216560541694,0.5464133415393706,155.658733666239
J0040,横切,横切3号线,162.3810365185549,165.8585246557222,3.477488137167284,0.4535866584606294,155.658733666239
J0041,横切,横切12号线,162.3272457913984,183.3213762711669,20.99413047976851,0.4753941813724111,162.3272457913984
J0041,横切,横切3号线,165.8585246557222,170.49168255846396,4.633157902741778,0.5246058186275889,162.3272457913984
J0042,横切,横切14号线,170.2221566816338,181.4220804171932,11.199923735559398,0.17036457489893944,169.28156572262796
J0042,横切,横切3号线,170.49168255846396,180.32576480713396,9.834082248669993,0.8296354251010606,169.28156572262796
J0043,纵剪,纵剪1号线,174.70198036245392,210.0192995986943,35.317319236240365,0.9394253039475843,174.70198036245392
J0043,纵剪,纵剪3号线,185.84841826788255,188.75604596179733,2.9076276939147685,0.06057469605241574,174.70198036245392
J0044,复合剪,复合剪20号机线,343.47049559811893,389.63409358467476,46.16359798655583,1.0,175.0671221023561
J0045,复合剪,复合剪20号机线,389.63409358467476,468.2569884602453,78.62289487557052,1.0,180.7374596109699
J0046,横切,横切3号线,187.50914955029575,201.46089005669398,13.951740506398247,0.906771981462086,187.50914955029575
J0046,横切,横切5号线,187.50914955029575,201.46089005669398,13.951740506398247,0.09322801853791392,187.50914955029575
J0047,纵剪,纵剪1号线,210.0192995986943,219.03850902667088,9.019209427976586,1.0,193.11934780758287
J0048,横切,横切14号线,194.519593408765,216.72347638175822,22.203882972993217,0.5521264666632673,194.519593408765
J0048,横切,横切3号线,201.46089005669398,204.25689226607923,2.7960022093852595,0.44787353333673274,194.519593408765
J0049,横切,横切17号线,196.12427436394515,209.3408195083328,13.216545144387656,0.5516934829437737,196.12427436394515
J0049,横切,横切3号线,204.25689226607923,205.70407261305283,1.447180346973593,0.44830651705622626,196.12427436394515
J0050,横切,横切21号机,196.95295390045314,208.52739012456573,11.574436224112594,0.6174908874467582,196.95295390045314
J0050,横切,横切3号线,205.70407261305283,206.8910580826438,1.1869854695909856,0.38250911255324194,196.95295390045314
J0051,横切,横切18号线,198.72477146391046,212.36464331162688,13.639871847716424,0.5613855821724509,198.72477146391046
J0051,横切,横切3号线,206.8910580826438,208.37910579651742,1.4880477138736097,0.438614417827549,198.72477146391046
J0052,横切,横切2号线,198.8304702459594,218.74350518681098,19.913034940851585,0.5610723607326807,198.8304702459594
J0052,横切,横切3号线,208.37910579651742,210.2668414041618,1.887735607644362,0.43892763926731937,198.8304702459594
J0053,横切,横切21号机,208.52739012456573,211.3502967662627,2.8229066416969553,0.20013693777810557,199.66725222653795
J0053,横切,横切3号线,210.2668414041618,212.66643059082747,2.3995891866656835,0.7998630622218945,199.66725222653795
J0054,横切,横切12号线,206.24253644927373,212.156211122481,5.913674673207287,0.7344756197376843,206.24253644927373
J0054,横切,横切3号线,212.66643059082747,213.46300373161444,0.7965731407869475,0.26552438026231584,206.24253644927373
J0055,复合剪,复合剪20号机线,468.2569884602453,553.7540199669925,85.49703150674713,1.0,226.2213178051979
J0056,纵剪,纵剪3号线,229.0390082671411,282.19437877486695,53.15537050772587,1.0,229.0390082671411
J0057,横切,横切3号线,230.45920677514525,235.07563765713013,4.6164308819848925,0.8550223465727513,230.45920677514525
J0057,横切,横切6号线,230.45920677514525,235.07563765713013,4.6164308819848925,0.14497765342724864,230.45920677514525
J0058,复合剪,复合剪20号机线,553.7540199669925,584.023975511549,30.269955544556556,1.0,232.44798804468144
J0059,复合剪,复合剪20号机线,584.023975511549,635.8467453317785,51.822769820229524,1.0,234.254699159356
J0060,横切,横切10号线,234.902867175474,242.29259836979182,7.389731194317827,0.15106126735240813,234.902867175474
J0060,横切,横切3号线,235.07563765713013,241.37672666806978,6.301089010939639,0.8489387326475919,234.902867175474
